NamePL,NameEN,DescPL,DescEN,Source,Level
Towarzysz Zwierzęcy,Pet,"Twoja więź z towarzyszem przekracza granice zwyczajności. Wybierz dla niego trzy z poniższych cech: może raz dziennie wypowiedzieć jedno zdanie w twoim języku; potrafi wykonać dowolne złożone zadanie bez instrukcji; jest odporny na strach i magiczne zauroczenie; wykrywa magiczne aury w promieniu 30 stóp; potrafi tropić każdy cel, który spotkał choć raz, bez względu na upływ czasu.",Your bond with your companion transcends the mundane. Choose three of the following traits for your companion: can speak one sentence per day in your language; can perform any complex task without instruction; is immune to fear and magical charm; can detect magical auras within 30 feet; can track any target it has met at least once regardless of time elapsed.,edr,3
Prestiż,Prestige,"Twoja reputacja jest tak potężna, że wrogowie mogą zrezygnować z ataku, by uniknąć rozgłosu. Raz na sesję możesz oznajmić grupie przeciwników swoje imię i czyny; mogą całkowicie odstąpić od walki, o ile nie stoi to w bezpośredniej sprzeczności z ich podstawowym celem albo rozkazami.","Your reputation is so formidable that enemies may choose not to attack you to avoid the notoriety. Once per session, declare your name and deeds to a group of enemies — they may stand down entirely without combat, if doing so doesn't directly contradict their core purpose or orders.",edr,3
Refleks,Reflexes,"Masz przewagę do wszystkich rzutów opartych na ZRĘ. Gdy dzięki zdolności z 2. poziomu działasz poza swoją kolejnością, możesz wykonać dwie akcje zamiast jednej. Automatycznie udaje ci się też uniknąć każdego zagrożenia środowiskowego, przed którym można uskoczyć samym refleksem, bez rzutu.","You have advantage on all DEX-based rolls. When you act out of turn via your Level 2 ability, you may take two actions instead of one. You also automatically succeed at dodging any environmental hazard that can be avoided with fast reaction — no roll required.",edr,3
Skalna Skóra,Rockskin,"Wartość Pancerza Skalnej Skóry wzrasta do 3. Jesteś odporny na trucizny podawane przez kontakt ze skórą lub drobne rany i nie działają na ciebie efekty krwawienia. Twoja skóra jest też dość twarda, by uszkadzać nieosłoniętą broń: Lekka broń uderzająca cię bezpośrednio dostaje uszczerbek, wedle uznania MG co do zniszczenia.",Your Rockskin Armor value increases to 3. You are immune to poison delivered through skin contact or small wounds and cannot be affected by bleeding effects. Your skin is hard enough to damage unprotected weapons — light weapons that strike you directly take a notch (GM's discretion on breakage).,edr,3
Wędrowiec,Rover,"Nie masz naturalnych drapieżników w dziczy. Zwierzęta nigdy nie zaatakują cię bez prowokacji. Potrafisz przetrwać bez końca w dowolnym naturalnym środowisku bez zapasów: zawsze znajdziesz wodę, schronienie i dość pożywienia bez względu na warunki.","You have no natural predators in the wilderness. Animals will not attack you unprovoked, ever. You can survive indefinitely in any natural environment without supplies — you always find water, shelter, and sufficient food regardless of conditions.",edr,3
Żeglarz,Sailor,"Każda jednostka, którą dowodzisz, działa na absolutnym szczycie możliwości. Raz na rejs automatycznie wychodzisz zwycięsko z dowolnego kryzysu nawigacyjnego, który inaczej zatopiłby statek: sztormu, rafy, potwora czy buntu, bez rzutu. Żeglarze pod twoją komendą nigdy się nie buntują i zniosą warunki, które złamałyby innych.","Any vessel you captain operates at its absolute peak. Once per voyage, you automatically succeed at any navigation crisis that would otherwise sink the ship — storm, reef, monster, mutiny — no roll required. Sailors serving under your command never mutiny; they will endure conditions that would break others.",edr,3
Saper,Sapper,"Twoje materiały wybuchowe są narzędziami precyzji. Potrafisz tworzyć ładunki kierunkowe niszczące konkretne elementy konstrukcyjne, takie jak ściany, drzwi czy fundamenty, bez szkodzenia sąsiednim obszarom ani ludziom. Raz na sesję możesz założyć katastrofalną pułapkę z opóźnieniem, która wywoła znaczącą i trwałą zmianę otoczenia, na przykład zawali tunel, zburzy wieżę albo zaleje komnatę.","Your explosives are precision instruments. You can create shaped charges that destroy specific structural targets — walls, doors, foundations — without harming adjacent areas or people. Once per session, you can set a catastrophic delayed trap that causes a significant and lasting environmental change: collapses a tunnel, brings down a tower, floods a room.",edr,3
Intrygant,Schemer,"Potrafisz wprawić intrygę w ruch tak, by rozwijała się tygodniami albo miesiącami bez twojej obecności. Raz na sesję możesz ogłosić, że plan przygotowany wcześniej właśnie przynosi owoce; MG musi wpleść do bieżącej sceny znaczący pozytywny efekt twoich dawnych przygotowań.","You can set a scheme in motion that plays out over weeks or months without you being present. Once per session, you can declare that a scheme you arranged earlier has come to fruition — the GM must incorporate a meaningful positive outcome from your prior planning into the current scene.",edr,3
Zwiadowca,Scout,"Żadne miejsce, które wcześniej rozpoznałeś, nie może cię już zaskoczyć. Gdy wykonasz zwiad obszaru i wrócisz, MG musi ujawnić wszystkie zagrożenia, pułapki i interesujące punkty tego miejsca; niczego nie zataja. Twoje raporty zwiadowcze są zawsze kompletne.","You cannot be surprised by any environment you have scouted. When you scout an area and return, the GM must reveal all threats, hazards, and points of interest in that area — nothing is withheld. Your scouting reports are always complete.",edr,3
Zmiana Kształtu,Shifting,"Możesz teraz przemieniać się w każde zwierzę, jakie kiedykolwiek spotkałeś, bez potrzeby kontaktu ani krwi. W zmienionej postaci zachowujesz wszystkie cechy mentalne, możesz normalnie mówić i używać każdej swojej niefizycznej zdolności. Powrót do własnej formy jest natychmiastowy i bezwysiłkowy.","You can now shift into any animal you have ever encountered, with no contact or blood required. While shifted, you retain all your mental stats, can speak normally, and may use any non-physical ability you possess. Shifting back is effortless and instantaneous.",edr,3
Potyczka,Skirmish,"Możesz w jednej płynnej akcji wchodzić i wychodzić z walki z dowolnym celem, bez żadnych konsekwencji. Gdy dzięki Potyczce zadasz obrażenia, wybierz dodatkowy efekt: cel upuszcza broń, kradniesz mu drobny przedmiot albo go Naznaczasz, a twój następny atak przeciw niemu ma przewagę.","You can engage and disengage with any target in a single fluid action with no consequences ever. When you deal damage with Skirmish, choose one additional effect: the target drops their weapon, you steal a small item from them, or you Mark them — your next attack against that target has advantage.",edr,3
Pogromca,Slay,"Łączna premia do obrażeń wręcz z Pogromcy wzrasta do +4. Raz na walkę, przed rzutem na atak, możesz zadeklarować Zabójczy Cios: jeśli trafisz, cel spada do 0 PW niezależnie od aktualnej liczby PW. Nie działa to na nazwanych, istotnych BN-ów ani przeciwników rangi bossa, chyba że MG uzna to za dramatycznie odpowiednie.","Your total melee damage bonus from Slay becomes +4. Once per combat, before rolling to attack, you may declare a Killing Blow — if you hit, the target is reduced to 0 HP regardless of their current HP total. This does not work on named, significant NPCs or boss-level creatures unless the GM deems it dramatically appropriate.",edr,3
Detektyw,Sleuth,"Raz na sesję, gdy zbierzesz dość informacji, możesz ogłosić Dedukcję: chwilę olśnienia, w której wykładasz dokładnie, co się wydarzyło albo co właśnie się dzieje. MG musi powiedzieć, czy twoja dedukcja jest poprawna, i uzupełnić prawdziwymi informacjami wszelkie luki, które pominąłeś.","Once per session, when you have gathered enough information, you can declare a Deduction — a moment of clarity where you lay out exactly what happened or is happening. The GM must tell you if your deduction is correct and must fill in any gaps you missed with true information.",edr,3
Czarodziejstwo,Sorcery,"Rzucając zaklęcia Czarodziejstwa, nie wyczerpujesz ich już; twoje mistrzostwo sprawia, że odnawiają się naturalnie. Raz dziennie możesz rzucić dwa zaklęcia Czarodziejstwa jednocześnie, łącząc ich efekty w jednej akcji.","You no longer expend Sorcery spells when you cast them — your mastery means they replenish naturally. Once per day, you can cast two Sorcery spells simultaneously, combining their effects into a single action.",edr,3
Strategia,Strategy,"Raz na walkę możesz zarządzić Taktyczną Pauzę, ogłaszając ustawienie albo sposób działania, który daje wszystkim sojusznikom +1 do wszystkich rzutów przez następną pełną rundę. Wystarczy do tego słowo albo gest; twoi sprzymierzeńcy są wyćwiczeni, by natychmiast rozpoznawać twoje sygnały.","Once per combat, you can call a Tactical Pause — declaring a formation or approach that grants all allies +1 to all rolls for the next full round. This requires only a word or gesture; your allies have trained to recognize your signals instantly.",edr,3
Przywołanie,Summon,"Nie potrzebujesz już żadnych zwykłych wymagań przyzywania: związany demon przybędzie na jedno wypowiedziane słowo, wszędzie i o każdej porze. Dodatkowo możesz teraz próbować związać demona, którego nigdy wcześniej nie spotkałeś, nawet w trakcie trwającego starcia, używając wyłącznie swojej MĄD i przewagi, jaką daje sytuacja.","You no longer need any of the standard summoning requirements — you can call a Bound demon with a single spoken word, anywhere, at any time. Additionally, you may now attempt to bind a demon you've never met before, during an active encounter, using only your WIS and whatever leverage the situation provides.",edr,3
Chirurg,Surgeon,"Twoje leczenie graniczy z cudem. Możesz przywrócić do życia zmarłą postać, jeśli minęła mniej niż godzina od jej śmierci, po dziesięciu minutach pracy i przy użyciu podstawowych narzędzi medycznych. Wraca z 1 PW i jedną trwałą blizną, którą opisuje MG. Każdą postać można w ten sposób ocalić tylko raz w życiu.","Your healing is miraculous. You can restore a dead character to life if they died within the last hour, given ten minutes of work and basic medical supplies. They return with 1 HP and one permanent scar — the GM describes it. This can be done once per character, ever.",edr,3
Utalentowany,Talented,"Wybierz jedną Umiejętność, której nie posiadasz; odtąd masz ją na stałe. Dodatkowo możesz używać improwizowanego sięgnięcia po cudzą Umiejętność dwa razy na sesję zamiast raz.","Choose one Skill you don't possess — you now have it permanently. Additionally, you can use your once-per-session improvised skill use twice per session instead of once.",edr,3
Majsterkowicz,Tinker,"Żaden zwykły zamek ani pułapka nie mogą cię zatrzymać: automatycznie rozbrajasz każde niemagiczne urządzenie mechaniczne. Przeciw magicznym zamkom i pułapkom wciąż rzucasz, ale masz przewagę. Potrafisz też zbudować doskonałą działającą kopię każdego mechanizmu, który wcześniej zbadałeś.","No mundane lock or trap can stop you — you automatically succeed at disabling any non-magical mechanical device. Against magical locks and traps, you still roll, but you have advantage. You can also build a perfect functional replica of any mechanism you have examined.",edr,3
Twardziel,Tough,"Zmniejszasz wszystkie otrzymywane obrażenia o 1, minimum do 0, po uwzględnieniu Pancerza. Twojej odporności na obrażenia używanej raz na walkę możesz teraz użyć dwa razy w każdej walce. W połączeniu z 1. poziomem Twardziel daje ci łącznie +2 Pancerza.","You reduce all incoming damage by 1 (minimum 0, applied after armor). Your once-per-combat damage immunity can now be used twice per combat. Combined with Level 1, you have +2 total armor from Tough alone.",edr,3
Tropiciel,Tracker,"Potrafisz tropić wszystko, nie tylko fizyczne istoty, ale też byty magiczne, duchy i źródła abstrakcyjne, takie jak: ""kto wysłał tę wiadomość"", ""skąd pochodzi ta klątwa"" albo ""cokolwiek przeszło tędy jako ostatnie"". Jeśli ślad istnieje w jakiejkolwiek formie, potrafisz za nim podążyć.","You can track anything — not just physical creatures, but magical entities, spirits, and abstract sources: ""whoever sent this message,"" ""the origin of this curse,"" ""whatever passed through here last."" If a trail exists in any form, you can follow it.",edr,3
Sztuczka,Trick,"Twoje sztuczki są tak złożone, że zamęt trwa przez całą scenę, a nie tylko chwilę. Raz na sesję możesz przeprowadzić Wielką Sztuczkę: oszustwo tak kompletne, że zmienia bieg całego spotkania, na przykład maskuje atak jako wypadek, skłóca wrogów między sobą albo tworzy dywersję trwającą dłużej niż twój bezpośredni udział.","Your tricks are so elaborate that the confusion lasts the full scene, not just a moment. Once per session, you can perform a Grand Trick — a deception so complete it changes the flow of an entire encounter: disguising an attack as an accident, making enemies fight each other, creating a distraction that persists beyond your direct involvement.",edr,3
Odpędzenie,Turn,"Mniejsi nieumarli, bezimienni i niebędący bossami, są od razu niszczeni, gdy ich odpędzasz, a nie tylko przeganiani. Na potężnych nieumarłych Odpędzenie działa jak nieustający ból: otrzymują 1k6 obrażeń za każdą rundę, w której pozostają w twojej pobliżu, a tych obrażeń nie zmniejsza żadna forma odporności nieumarłych.","Lesser undead (non-named, non-boss) are destroyed outright when you Turn them — not merely fled. Against powerful undead, Turn causes ongoing pain — they take d6 damage per round they remain near you, and the damage is not reduced by any form of undead resistance.",edr,3
Gwałtowność,Vehemence,"Twoje magiczne obrażenia ignorują 2 punkty magicznej odporności albo ochrony. Gdy zaklęcie wzmocnione Gwałtownością zada maksymalne obrażenia i uruchomi efekt odrzutu z 2. poziomu, odrzut obejmuje także wszystkie istoty sąsiadujące z głównym celem, bo czysta siła rozchodzi się na zewnątrz.","Your magical damage ignores 2 points of magical resistance or protection. When a Vehemence-enhanced spell deals maximum damage and triggers the knockback effect (Level 2), the knockback also affects any creature adjacent to the primary target — the raw force radiates outward.",edr,3
Wizja,Vision,"Twoja komunia z bóstwem stała się stała: to ciche, nieprzerwane połączenie. Raz na sesję twoje bóstwo może bezpośrednio interweniować w drobny, ale namacalny sposób, na przykład odchylić cios, zesłać nagłe natchnienie albo objawić fizyczny znak widoczny dla wszystkich obecnych. Formę wybiera MG, ale jej znaczenie powinno być jednoznaczne.","Your communion with your deity is continuous — a low, constant connection. Once per session, your deity may intervene directly in a small but tangible way: redirecting a blow, providing a sudden inspiration, or delivering a physical sign visible to everyone present. The GM decides the form, but it should be unambiguous.",edr,3
Salwa,Volley,"Możesz strzelać w środek walki wręcz bez ryzyka trafienia sojuszników; twoja precyzja jest absolutna. Twoje ataki dystansowe są tak kontrolowane, że dokładnie wybierasz, gdzie ląduje każdy pocisk. Raz na walkę możesz jednocześnie ostrzelać trzy różne cele, rzucając na obrażenia osobno dla każdego.","You can fire into melee without any risk of hitting allies — your precision is absolute. Your ranged attacks are so controlled that you choose exactly where each shot lands. Once per combat, you can fire at three different targets simultaneously, rolling damage separately for each.",edr,3
Ochronne Pieczęcie,Warded,"Twoje pieczęcie są teraz trwałe i pasywne: zawsze masz +1 Pancerza, nawet gdy nie używasz magii. Ochrona, którą dzielisz z sojusznikami dzięki 2. poziomowi, trwa teraz przez całą scenę zamiast tylko do twojej następnej tury.",Your wards are now permanent and passive — you always have +1 armor even when not using magic. The ward you share with allies (Level 2) now lasts for the full scene instead of until your next turn.,edr,3
Dziki Zew,Wild,"Możesz próbować rozkazywać każdej istocie, nie tylko zwierzętom, ale też potworom, bytom przyzwanym i magicznym bestiom. Naprawdę inteligentne stworzenia bronią się MĄD, ale sama próba zawsze jest możliwa. Zwierzęta, którym kiedyś rozkazywałeś, będą cię ponownie szukać, jeśli tylko okoliczności na to pozwolą; twoja więź z naturą jest absolutna.","You can attempt to command any creature — not just animals, but monsters, summoned entities, and magical beasts. Truly intelligent creatures resist with WIS, but the attempt is always valid. Animals you've previously commanded will seek you out again if circumstances allow — your bond with the natural world is absolute.",edr,3
Czarnoksięstwo,Wizardry,"Przy Częściowych sukcesach nie ryzykujesz już wystawienia na Osnowę; tylko Pudło naraża cię na jej wpływ. Maksymalna wartość twojej Mocy wzrasta na stałe o +3. Gdy wyrzucisz Krytyczny sukces, odzyskujesz 2 punkty Mocy zamiast 1.","You no longer risk Warp exposure on Partial Successes — only a Miss exposes you to the Warp. Your Power score maximum increases by +3 permanently. When you roll a Critical Success, recover 2 Power instead of 1.",edr,3
Co To Było?,WTF?,"Twój chaos jest filozofią, a nie tylko taktyką. Raz na sesję możesz oznajmić, że bieżąca sytuacja ""nie ma sensu"", a MG musi wprowadzić jeden naprawdę nieoczekiwany element, który zaburzy scenę na twoją korzyść. Wrogowie nigdy nie są w stanie w pełni przewidzieć twojego zachowania; nawet ci, którzy dobrze cię znają, zawsze traktują cię jak niewiadomą.","Your chaos is a philosophy, not just a tactic. Once per session, you can declare that the current situation ""doesn't make sense"" — and the GM must introduce one genuinely unexpected element that disrupts the scene in your favor. Your enemies can never fully model your behavior; even those who know you well always treat you as an unknown quantity.",edr,3
